sample_id,file,snr_db,velocity_kmh,kmax,num_paths,max_delay,pilot_snr_db,pilot_power,noise_power,M,N,split
19,sample_000019.npz,10,30,0.1186005671815651,4,4,25,31.6227766016838,0.1,32,16,test
20,sample_000020.npz,10,30,0.1186005671815651,4,4,25,31.6227766016838,0.1,32,16,train
21,sample_000021.npz,10,30,0.1186005671815651,4,4,25,31.6227766016838,0.1,32,16,train
22,sample_000022.npz,10,30,0.1186005671815651,4,4,25,31.6227766016838,0.1,32,16,test
23,sample_000023.npz,10,30,0.1186005671815651,4,4,25,31.6227766016838,0.1,32,16,train
24,sample_000024.npz,10,30,0.1186005671815651,4,4,25,31.6227766016838,0.1,32,16,train
25,sample_000025.npz,10,30,0.1186005671815651,4,4,25,31.6227766016838,0.1,32,16,train
26,sample_000026.npz,10,30,0.1186005671815651,4,4,25,31.6227766016838,0.1,32,16,train
27,sample_000027.npz,10,30,0.1186005671815651,4,4,25,31.6227766016838,0.1,32,16,train
28,sample_000028.npz,10,30,0.1186005671815651,4,4,25,31.6227766016838,0.1,32,16,train
29,sample_000029.npz,10,30,0.1186005671815651,4,4,25,31.6227766016838,0.1,32,16,train
30,sample_000030.npz,10,30,0.1186005671815651,4,4,25,31.6227766016838,0.1,32,16,validation
31,sample_000031.npz,10,30,0.1186005671815651,4,4,25,31.6227766016838,0.1,32,16,train
32,sample_000032.npz,10,30,0.1186005671815651,4,4,25,31.6227766016838,0.1,32,16,train
33,sample_000033.npz,10,30,0.1186005671815651,4,4,25,31.6227766016838,0.1,32,16,train
34,sample_000034.npz,10,30,0.1186005671815651,4,4,25,31.6227766016838,0.1,32,16,validation
35,sample_000035.npz,10,30,0.1186005671815651,4,4,25,31.6227766016838,0.1,32,16,test
36,sample_000036.npz,10,30,0.1186005671815651,4,4,25,31.6227766016838,0.1,32,16,test
37,sample_000037.npz,10,30,0.1186005671815651,4,4,25,31.6227766016838,0.1,32,16,train
38,sample_000038.npz,10,30,0.1186005671815651,4,4,25,31.6227766016838,0.1,32,16,train
39,sample_000039.npz,10,30,0.1186005671815651,4,4,25,31.6227766016838,0.1,32,16,train
40,sample_000040.npz,10,30,0.1186005671815651,4,4,25,31.6227766016838,0.1,32,16,train
41,sample_000041.npz,10,30,0.1186005671815651,4,4,25,31.6227766016838,0.1,32,16,test
42,sample_000042.npz,10,30,0.1186005671815651,4,4,25,31.6227766016838,0.1,32,16,train
43,sample_000043.npz,10,30,0.1186005671815651,4,4,25,31.6227766016838,0.1,32,16,train
44,sample_000044.npz,10,30,0.1186005671815651,4,4,25,31.6227766016838,0.1,32,16,validation
45,sample_000045.npz,10,30,0.1186005671815651,4,4,25,31.6227766016838,0.1,32,16,train
46,sample_000046.npz,10,30,0.1186005671815651,4,4,25,31.6227766016838,0.1,32,16,train
47,sample_000047.npz,10,30,0.1186005671815651,4,4,25,31.6227766016838,0.1,32,16,test
48,sample_000048.npz,10,30,0.1186005671815651,4,4,25,31.6227766016838,0.1,32,16,train
49,sample_000049.npz,10,30,0.1186005671815651,4,4,25,31.6227766016838,0.1,32,16,validation
50,sample_000050.npz,10,30,0.1186005671815651,4,4,25,31.6227766016838,0.1,32,16,train
51,sample_000051.npz,10,30,0.1186005671815651,4,4,25,31.6227766016838,0.1,32,16,train
52,sample_000052.npz,10,30,0.1186005671815651,4,4,25,31.6227766016838,0.1,32,16,train
53,sample_000053.npz,10,30,0.1186005671815651,4,4,25,31.6227766016838,0.1,32,16,test
54,sample_000054.npz,10,30,0.1186005671815651,4,4,25,31.6227766016838,0.1,32,16,validation
55,sample_000055.npz,10,30,0.1186005671815651,4,4,25,31.6227766016838,0.1,32,16,train
56,sample_000056.npz,10,30,0.1186005671815651,4,4,25,31.6227766016838,0.1,32,16,train
57,sample_000057.npz,10,30,0.1186005671815651,4,4,25,31.6227766016838,0.1,32,16,train
58,sample_000058.npz,10,30,0.1186005671815651,4,4,25,31.6227766016838,0.1,32,16,validation
59,sample_000059.npz,10,30,0.1186005671815651,4,4,25,31.6227766016838,0.1,32,16,train
60,sample_000060.npz,10,30,0.1186005671815651,4,4,25,31.6227766016838,0.1,32,16,train
61,sample_000061.npz,10,30,0.1186005671815651,4,4,25,31.6227766016838,0.1,32,16,train
62,sample_000062.npz,10,30,0.1186005671815651,4,4,25,31.6227766016838,0.1,32,16,train
63,sample_000063.npz,10,30,0.1186005671815651,4,4,25,31.6227766016838,0.1,32,16,train
64,sample_000064.npz,10,30,0.1186005671815651,4,4,25,31.6227766016838,0.1,32,16,test
65,sample_000065.npz,10,30,0.1186005671815651,4,4,25,31.6227766016838,0.1,32,16,test
66,sample_000066.npz,10,30,0.1186005671815651,4,4,25,31.6227766016838,0.1,32,16,test
67,sample_000067.npz,10,30,0.1186005671815651,4,4,25,31.6227766016838,0.1,32,16,validation
68,sample_000068.npz,10,30,0.1186005671815651,4,4,25,31.6227766016838,0.1,32,16,train
69,sample_000069.npz,10,30,0.1186005671815651,4,4,25,31.6227766016838,0.1,32,16,train
70,sample_000070.npz,10,30,0.1186005671815651,4,4,25,31.6227766016838,0.1,32,16,train
71,sample_000071.npz,10,30,0.1186005671815651,4,4,25,31.6227766016838,0.1,32,16,train
72,sample_000072.npz,10,30,0.1186005671815651,4,4,25,31.6227766016838,0.1,32,16,train
73,sample_000073.npz,10,30,0.1186005671815651,4,4,25,31.6227766016838,0.1,32,16,train
74,sample_000074.npz,10,30,0.1186005671815651,4,4,25,31.6227766016838,0.1,32,16,validation
75,sample_000075.npz,10,30,0.1186005671815651,4,4,25,31.6227766016838,0.1,32,16,train
76,sample_000076.npz,10,30,0.1186005671815651,4,4,25,31.6227766016838,0.1,32,16,train
77,sample_000077.npz,10,30,0.1186005671815651,4,4,25,31.6227766016838,0.1,32,16,test
78,sample_000078.npz,10,30,0.1186005671815651,4,4,25,31.6227766016838,0.1,32,16,train
79,sample_000079.npz,10,30,0.1186005671815651,4,4,25,31.6227766016838,0.1,32,16,train
80,sample_000080.npz,10,30,0.1186005671815651,4,4,25,31.6227766016838,0.1,32,16,train
81,sample_000081.npz,10,30,0.1186005671815651,4,4,25,31.6227766016838,0.1,32,16,train
82,sample_000082.npz,10,30,0.1186005671815651,4,4,25,31.6227766016838,0.1,32,16,validation
83,sample_000083.npz,10,30,0.1186005671815651,4,4,25,31.6227766016838,0.1,32,16,train
84,sample_000084.npz,10,30,0.1186005671815651,4,4,25,31.6227766016838,0.1,32,16,train
85,sample_000085.npz,10,30,0.1186005671815651,4,4,25,31.6227766016838,0.1,32,16,validation
86,sample_000086.npz,10,30,0.1186005671815651,4,4,25,31.6227766016838,0.1,32,16,train
87,sample_000087.npz,10,30,0.1186005671815651,4,4,25,31.6227766016838,0.1,32,16,train
88,sample_000088.npz,10,30,0.1186005671815651,4,4,25,31.6227766016838,0.1,32,16,validation
89,sample_000089.npz,10,30,0.1186005671815651,4,4,25,31.6227766016838,0.1,32,16,train
90,sample_000090.npz,10,30,0.1186005671815651,4,4,25,31.6227766016838,0.1,32,16,validation
91,sample_000091.npz,10,30,0.1186005671815651,4,4,25,31.6227766016838,0.1,32,16,train
92,sample_000092.npz,10,30,0.1186005671815651,4,4,25,31.6227766016838,0.1,32,16,train
93,sample_000093.npz,10,30,0.1186005671815651,4,4,25,31.6227766016838,0.1,32,16,train
94,sample_000094.npz,10,30,0.1186005671815651,4,4,25,31.6227766016838,0.1,32,16,train
95,sample_000095.npz,10,30,0.1186005671815651,4,4,25,31.6227766016838,0.1,32,16,train
96,sample_000096.npz,10,30,0.1186005671815651,4,4,25,31.6227766016838,0.1,32,16,train
97,sample_000097.npz,10,30,0.1186005671815651,4,4,25,31.6227766016838,0.1,32,16,train
98,sample_000098.npz,10,30,0.1186005671815651,4,4,25,31.6227766016838,0.1,32,16,validation
99,sample_000099.npz,10,30,0.1186005671815651,4,4,25,31.6227766016838,0.1,32,16,train
100,sample_000100.npz,15,30,0.1186005671815651,4,4,25,10.0,0.0316227766016837,32,16,train
101,sample_000101.npz,15,30,0.1186005671815651,4,4,25,10.0,0.0316227766016837,32,16,train
102,sample_000102.npz,15,30,0.1186005671815651,4,4,25,10.0,0.0316227766016837,32,16,train
103,sample_000103.npz,15,30,0.1186005671815651,4,4,25,10.0,0.0316227766016837,32,16,test
104,sample_000104.npz,15,30,0.1186005671815651,4,4,25,10.0,0.0316227766016837,32,16,train
105,sample_000105.npz,15,30,0.1186005671815651,4,4,25,10.0,0.0316227766016837,32,16,train
106,sample_000106.npz,15,30,0.1186005671815651,4,4,25,10.0,0.0316227766016837,32,16,train
107,sample_000107.npz,15,30,0.1186005671815651,4,4,25,10.0,0.0316227766016837,32,16,train
108,sample_000108.npz,15,30,0.1186005671815651,4,4,25,10.0,0.0316227766016837,32,16,train
109,sample_000109.npz,15,30,0.1186005671815651,4,4,25,10.0,0.0316227766016837,32,16,train
110,sample_000110.npz,15,30,0.1186005671815651,4,4,25,10.0,0.0316227766016837,32,16,validation
111,sample_000111.npz,15,30,0.1186005671815651,4,4,25,10.0,0.0316227766016837,32,16,validation
112,sample_000112.npz,15,30,0.1186005671815651,4,4,25,10.0,0.0316227766016837,32,16,train
113,sample_000113.npz,15,30,0.1186005671815651,4,4,25,10.0,0.0316227766016837,32,16,train
114,sample_000114.npz,15,30,0.1186005671815651,4,4,25,10.0,0.0316227766016837,32,16,validation
115,sample_000115.npz,15,30,0.1186005671815651,4,4,25,10.0,0.0316227766016837,32,16,train
116,sample_000116.npz,15,30,0.1186005671815651,4,4,25,10.0,0.0316227766016837,32,16,test
117,sample_000117.npz,15,30,0.1186005671815651,4,4,25,10.0,0.0316227766016837,32,16,validation
118,sample_000118.npz,15,30,0.1186005671815651,4,4,25,10.0,0.0316227766016837,32,16,train
119,sample_000119.npz,15,30,0.1186005671815651,4,4,25,10.0,0.0316227766016837,32,16,validation
120,sample_000120.npz,15,30,0.1186005671815651,4,4,25,10.0,0.0316227766016837,32,16,train
121,sample_000121.npz,15,30,0.1186005671815651,4,4,25,10.0,0.0316227766016837,32,16,train
122,sample_000122.npz,15,30,0.1186005671815651,4,4,25,10.0,0.0316227766016837,32,16,train
123,sample_000123.npz,15,30,0.1186005671815651,4,4,25,10.0,0.0316227766016837,32,16,train
124,sample_000124.npz,15,30,0.1186005671815651,4,4,25,10.0,0.0316227766016837,32,16,validation
125,sample_000125.npz,15,30,0.1186005671815651,4,4,25,10.0,0.0316227766016837,32,16,train
126,sample_000126.npz,15,30,0.1186005671815651,4,4,25,10.0,0.0316227766016837,32,16,train
127,sample_000127.npz,15,30,0.1186005671815651,4,4,25,10.0,0.0316227766016837,32,16,test
128,sample_000128.npz,15,30,0.1186005671815651,4,4,25,10.0,0.0316227766016837,32,16,train
129,sample_000129.npz,15,30,0.1186005671815651,4,4,25,10.0,0.0316227766016837,32,16,validation
130,sample_000130.npz,15,30,0.1186005671815651,4,4,25,10.0,0.0316227766016837,32,16,test
131,sample_000131.npz,15,30,0.1186005671815651,4,4,25,10.0,0.0316227766016837,32,16,train
132,sample_000132.npz,15,30,0.1186005671815651,4,4,25,10.0,0.0316227766016837,32,16,train
133,sample_000133.npz,15,30,0.1186005671815651,4,4,25,10.0,0.0316227766016837,32,16,train
134,sample_000134.npz,15,30,0.1186005671815651,4,4,25,10.0,0.0316227766016837,32,16,validation
135,sample_000135.npz,15,30,0.1186005671815651,4,4,25,10.0,0.0316227766016837,32,16,train
136,sample_000136.npz,15,30,0.1186005671815651,4,4,25,10.0,0.0316227766016837,32,16,train
137,sample_000137.npz,15,30,0.1186005671815651,4,4,25,10.0,0.0316227766016837,32,16,train
138,sample_000138.npz,15,30,0.1186005671815651,4,4,25,10.0,0.0316227766016837,32,16,train
139,sample_000139.npz,15,30,0.1186005671815651,4,4,25,10.0,0.0316227766016837,32,16,train
140,sample_000140.npz,15,30,0.1186005671815651,4,4,25,10.0,0.0316227766016837,32,16,train
141,sample_000141.npz,15,30,0.1186005671815651,4,4,25,10.0,0.0316227766016837,32,16,train
142,sample_000142.npz,15,30,0.1186005671815651,4,4,25,10.0,0.0316227766016837,32,16,train
143,sample_000143.npz,15,30,0.1186005671815651,4,4,25,10.0,0.0316227766016837,32,16,train
144,sample_000144.npz,15,30,0.1186005671815651,4,4,25,10.0,0.0316227766016837,32,16,train
145,sample_000145.npz,15,30,0.1186005671815651,4,4,25,10.0,0.0316227766016837,32,16,train
146,sample_000146.npz,15,30,0.1186005671815651,4,4,25,10.0,0.0316227766016837,32,16,train
147,sample_000147.npz,15,30,0.1186005671815651,4,4,25,10.0,0.0316227766016837,32,16,train
148,sample_000148.npz,15,30,0.1186005671815651,4,4,25,10.0,0.0316227766016837,32,16,train
149,sample_000149.npz,15,30,0.1186005671815651,4,4,25,10.0,0.0316227766016837,32,16,train
150,sample_000150.npz,15,30,0.1186005671815651,4,4,25,10.0,0.0316227766016837,32,16,train
151,sample_000151.npz,15,30,0.1186005671815651,4,4,25,10.0,0.0316227766016837,32,16,train
152,sample_000152.npz,15,30,0.1186005671815651,4,4,25,10.0,0.0316227766016837,32,16,test
153,sample_000153.npz,15,30,0.1186005671815651,4,4,25,10.0,0.0316227766016837,32,16,train
154,sample_000154.npz,15,30,0.1186005671815651,4,4,25,10.0,0.0316227766016837,32,16,train
155,sample_000155.npz,15,30,0.1186005671815651,4,4,25,10.0,0.0316227766016837,32,16,train
156,sample_000156.npz,15,30,0.1186005671815651,4,4,25,10.0,0.0316227766016837,32,16,validation
157,sample_000157.npz,15,30,0.1186005671815651,4,4,25,10.0,0.0316227766016837,32,16,train
158,sample_000158.npz,15,30,0.1186005671815651,4,4,25,10.0,0.0316227766016837,32,16,train
159,sample_000159.npz,15,30,0.1186005671815651,4,4,25,10.0,0.0316227766016837,32,16,validation
160,sample_000160.npz,15,30,0.1186005671815651,4,4,25,10.0,0.0316227766016837,32,16,test
161,sample_000161.npz,15,30,0.1186005671815651,4,4,25,10.0,0.0316227766016837,32,16,train
162,sample_000162.npz,15,30,0.1186005671815651,4,4,25,10.0,0.0316227766016837,32,16,train
163,sample_000163.npz,15,30,0.1186005671815651,4,4,25,10.0,0.0316227766016837,32,16,train
164,sample_000164.npz,15,30,0.1186005671815651,4,4,25,10.0,0.0316227766016837,32,16,train
165,sample_000165.npz,15,30,0.1186005671815651,4,4,25,10.0,0.0316227766016837,32,16,test
166,sample_000166.npz,15,30,0.1186005671815651,4,4,25,10.0,0.0316227766016837,32,16,train
167,sample_000167.npz,15,30,0.1186005671815651,4,4,25,10.0,0.0316227766016837,32,16,train
168,sample_000168.npz,15,30,0.1186005671815651,4,4,25,10.0,0.0316227766016837,32,16,validation
169,sample_000169.npz,15,30,0.1186005671815651,4,4,25,10.0,0.0316227766016837,32,16,test
170,sample_000170.npz,15,30,0.1186005671815651,4,4,25,10.0,0.0316227766016837,32,16,validation
171,sample_000171.npz,15,30,0.1186005671815651,4,4,25,10.0,0.0316227766016837,32,16,train
172,sample_000172.npz,15,30,0.1186005671815651,4,4,25,10.0,0.0316227766016837,32,16,train
173,sample_000173.npz,15,30,0.1186005671815651,4,4,25,10.0,0.0316227766016837,32,16,test
174,sample_000174.npz,15,30,0.1186005671815651,4,4,25,10.0,0.0316227766016837,32,16,train
175,sample_000175.npz,15,30,0.1186005671815651,4,4,25,10.0,0.0316227766016837,32,16,test
176,sample_000176.npz,15,30,0.1186005671815651,4,4,25,10.0,0.0316227766016837,32,16,validation
177,sample_000177.npz,15,30,0.1186005671815651,4,4,25,10.0,0.0316227766016837,32,16,train
178,sample_000178.npz,15,30,0.1186005671815651,4,4,25,10.0,0.0316227766016837,32,16,train
179,sample_000179.npz,15,30,0.1186005671815651,4,4,25,10.0,0.0316227766016837,32,16,train
180,sample_000180.npz,15,30,0.1186005671815651,4,4,25,10.0,0.0316227766016837,32,16,train
181,sample_000181.npz,15,30,0.1186005671815651,4,4,25,10.0,0.0316227766016837,32,16,train
182,sample_000182.npz,15,30,0.1186005671815651,4,4,25,10.0,0.0316227766016837,32,16,train
183,sample_000183.npz,15,30,0.1186005671815651,4,4,25,10.0,0.0316227766016837,32,16,train
184,sample_000184.npz,15,30,0.1186005671815651,4,4,25,10.0,0.0316227766016837,32,16,train
185,sample_000185.npz,15,30,0.1186005671815651,4,4,25,10.0,0.0316227766016837,32,16,train
186,sample_000186.npz,15,30,0.1186005671815651,4,4,25,10.0,0.0316227766016837,32,16,train
187,sample_000187.npz,15,30,0.1186005671815651,4,4,25,10.0,0.0316227766016837,32,16,train
188,sample_000188.npz,15,30,0.1186005671815651,4,4,25,10.0,0.0316227766016837,32,16,test
189,sample_000189.npz,15,30,0.1186005671815651,4,4,25,10.0,0.0316227766016837,32,16,train
190,sample_000190.npz,15,30,0.1186005671815651,4,4,25,10.0,0.0316227766016837,32,16,validation
191,sample_000191.npz,15,30,0.1186005671815651,4,4,25,10.0,0.0316227766016837,32,16,train
192,sample_000192.npz,15,30,0.1186005671815651,4,4,25,10.0,0.0316227766016837,32,16,train
193,sample_000193.npz,15,30,0.1186005671815651,4,4,25,10.0,0.0316227766016837,32,16,test
194,sample_000194.npz,15,30,0.1186005671815651,4,4,25,10.0,0.0316227766016837,32,16,test
195,sample_000195.npz,15,30,0.1186005671815651,4,4,25,10.0,0.0316227766016837,32,16,test
196,sample_000196.npz,15,30,0.1186005671815651,4,4,25,10.0,0.0316227766016837,32,16,test
197,sample_000197.npz,15,30,0.1186005671815651,4,4,25,10.0,0.0316227766016837,32,16,validation
198,sample_000198.npz,15,30,0.1186005671815651,4,4,25,10.0,0.0316227766016837,32,16,train
199,sample_000199.npz,15,30,0.1186005671815651,4,4,25,10.0,0.0316227766016837,32,16,train
200,sample_000200.npz,20,30,0.1186005671815651,4,4,25,3.1622776601683795,0.01,32,16,test
201,sample_000201.npz,20,30,0.1186005671815651,4,4,25,3.1622776601683795,0.01,32,16,validation
202,sample_000202.npz,20,30,0.1186005671815651,4,4,25,3.1622776601683795,0.01,32,16,train
203,sample_000203.npz,20,30,0.1186005671815651,4,4,25,3.1622776601683795,0.01,32,16,train
204,sample_000204.npz,20,30,0.1186005671815651,4,4,25,3.1622776601683795,0.01,32,16,train
205,sample_000205.npz,20,30,0.1186005671815651,4,4,25,3.1622776601683795,0.01,32,16,train
206,sample_000206.npz,20,30,0.1186005671815651,4,4,25,3.1622776601683795,0.01,32,16,validation
207,sample_000207.npz,20,30,0.1186005671815651,4,4,25,3.1622776601683795,0.01,32,16,train
208,sample_000208.npz,20,30,0.1186005671815651,4,4,25,3.1622776601683795,0.01,32,16,test
209,sample_000209.npz,20,30,0.1186005671815651,4,4,25,3.1622776601683795,0.01,32,16,train
210,sample_000210.npz,20,30,0.1186005671815651,4,4,25,3.1622776601683795,0.01,32,16,train
211,sample_000211.npz,20,30,0.1186005671815651,4,4,25,3.1622776601683795,0.01,32,16,train
212,sample_000212.npz,20,30,0.1186005671815651,4,4,25,3.1622776601683795,0.01,32,16,train
213,sample_000213.npz,20,30,0.1186005671815651,4,4,25,3.1622776601683795,0.01,32,16,validation
214,sample_000214.npz,20,30,0.1186005671815651,4,4,25,3.1622776601683795,0.01,32,16,test
215,sample_000215.npz,20,30,0.1186005671815651,4,4,25,3.1622776601683795,0.01,32,16,train
216,sample_000216.npz,20,30,0.1186005671815651,4,4,25,3.1622776601683795,0.01,32,16,train
217,sample_000217.npz,20,30,0.1186005671815651,4,4,25,3.1622776601683795,0.01,32,16,train
218,sample_000218.npz,20,30,0.1186005671815651,4,4,25,3.1622776601683795,0.01,32,16,train
219,sample_000219.npz,20,30,0.1186005671815651,4,4,25,3.1622776601683795,0.01,32,16,test
220,sample_000220.npz,20,30,0.1186005671815651,4,4,25,3.1622776601683795,0.01,32,16,test
221,sample_000221.npz,20,30,0.1186005671815651,4,4,25,3.1622776601683795,0.01,32,16,test
222,sample_000222.npz,20,30,0.1186005671815651,4,4,25,3.1622776601683795,0.01,32,16,validation
223,sample_000223.npz,20,30,0.1186005671815651,4,4,25,3.1622776601683795,0.01,32,16,train
224,sample_000224.npz,20,30,0.1186005671815651,4,4,25,3.1622776601683795,0.01,32,16,train
225,sample_000225.npz,20,30,0.1186005671815651,4,4,25,3.1622776601683795,0.01,32,16,train
226,sample_000226.npz,20,30,0.1186005671815651,4,4,25,3.1622776601683795,0.01,32,16,test
227,sample_000227.npz,20,30,0.1186005671815651,4,4,25,3.1622776601683795,0.01,32,16,train
228,sample_000228.npz,20,30,0.1186005671815651,4,4,25,3.1622776601683795,0.01,32,16,train
229,sample_000229.npz,20,30,0.1186005671815651,4,4,25,3.1622776601683795,0.01,32,16,train
230,sample_000230.npz,20,30,0.1186005671815651,4,4,25,3.1622776601683795,0.01,32,16,train
231,sample_000231.npz,20,30,0.1186005671815651,4,4,25,3.1622776601683795,0.01,32,16,test
232,sample_000232.npz,20,30,0.1186005671815651,4,4,25,3.1622776601683795,0.01,32,16,train
233,sample_000233.npz,20,30,0.1186005671815651,4,4,25,3.1622776601683795,0.01,32,16,test
234,sample_000234.npz,20,30,0.1186005671815651,4,4,25,3.1622776601683795,0.01,32,16,train
235,sample_000235.npz,20,30,0.1186005671815651,4,4,25,3.1622776601683795,0.01,32,16,train
236,sample_000236.npz,20,30,0.1186005671815651,4,4,25,3.1622776601683795,0.01,32,16,train
237,sample_000237.npz,20,30,0.1186005671815651,4,4,25,3.1622776601683795,0.01,32,16,train
238,sample_000238.npz,20,30,0.1186005671815651,4,4,25,3.1622776601683795,0.01,32,16,train
239,sample_000239.npz,20,30,0.1186005671815651,4,4,25,3.1622776601683795,0.01,32,16,train
240,sample_000240.npz,20,30,0.1186005671815651,4,4,25,3.1622776601683795,0.01,32,16,train
241,sample_000241.npz,20,30,0.1186005671815651,4,4,25,3.1622776601683795,0.01,32,16,train
242,sample_000242.npz,20,30,0.1186005671815651,4,4,25,3.1622776601683795,0.01,32,16,test
243,sample_000243.npz,20,30,0.1186005671815651,4,4,25,3.1622776601683795,0.01,32,16,train
244,sample_000244.npz,20,30,0.1186005671815651,4,4,25,3.1622776601683795,0.01,32,16,train
245,sample_000245.npz,20,30,0.1186005671815651,4,4,25,3.1622776601683795,0.01,32,16,validation
246,sample_000246.npz,20,30,0.1186005671815651,4,4,25,3.1622776601683795,0.01,32,16,train
247,sample_000247.npz,20,30,0.1186005671815651,4,4,25,3.1622776601683795,0.01,32,16,validation
248,sample_000248.npz,20,30,0.1186005671815651,4,4,25,3.1622776601683795,0.01,32,16,validation
249,sample_000249.npz,20,30,0.1186005671815651,4,4,25,3.1622776601683795,0.01,32,16,train
250,sample_000250.npz,20,30,0.1186005671815651,4,4,25,3.1622776601683795,0.01,32,16,test
251,sample_000251.npz,20,30,0.1186005671815651,4,4,25,3.1622776601683795,0.01,32,16,train
252,sample_000252.npz,20,30,0.1186005671815651,4,4,25,3.1622776601683795,0.01,32,16,train
253,sample_000253.npz,20,30,0.1186005671815651,4,4,25,3.1622776601683795,0.01,32,16,train
254,sample_000254.npz,20,30,0.1186005671815651,4,4,25,3.1622776601683795,0.01,32,16,train
255,sample_000255.npz,20,30,0.1186005671815651,4,4,25,3.1622776601683795,0.01,32,16,train
256,sample_000256.npz,20,30,0.1186005671815651,4,4,25,3.1622776601683795,0.01,32,16,validation
257,sample_000257.npz,20,30,0.1186005671815651,4,4,25,3.1622776601683795,0.01,32,16,train
258,sample_000258.npz,20,30,0.1186005671815651,4,4,25,3.1622776601683795,0.01,32,16,train
259,sample_000259.npz,20,30,0.1186005671815651,4,4,25,3.1622776601683795,0.01,32,16,train
260,sample_000260.npz,20,30,0.1186005671815651,4,4,25,3.1622776601683795,0.01,32,16,validation
261,sample_000261.npz,20,30,0.1186005671815651,4,4,25,3.1622776601683795,0.01,32,16,train
262,sample_000262.npz,20,30,0.1186005671815651,4,4,25,3.1622776601683795,0.01,32,16,test
263,sample_000263.npz,20,30,0.1186005671815651,4,4,25,3.1622776601683795,0.01,32,16,train
264,sample_000264.npz,20,30,0.1186005671815651,4,4,25,3.1622776601683795,0.01,32,16,train
265,sample_000265.npz,20,30,0.1186005671815651,4,4,25,3.1622776601683795,0.01,32,16,train
266,sample_000266.npz,20,30,0.1186005671815651,4,4,25,3.1622776601683795,0.01,32,16,train
267,sample_000267.npz,20,30,0.1186005671815651,4,4,25,3.1622776601683795,0.01,32,16,validation
268,sample_000268.npz,20,30,0.1186005671815651,4,4,25,3.1622776601683795,0.01,32,16,train
269,sample_000269.npz,20,30,0.1186005671815651,4,4,25,3.1622776601683795,0.01,32,16,train
270,sample_000270.npz,20,30,0.1186005671815651,4,4,25,3.1622776601683795,0.01,32,16,test
271,sample_000271.npz,20,30,0.1186005671815651,4,4,25,3.1622776601683795,0.01,32,16,validation
272,sample_000272.npz,20,30,0.1186005671815651,4,4,25,3.1622776601683795,0.01,32,16,train
273,sample_000273.npz,20,30,0.1186005671815651,4,4,25,3.1622776601683795,0.01,32,16,train
274,sample_000274.npz,20,30,0.1186005671815651,4,4,25,3.1622776601683795,0.01,32,16,train
275,sample_000275.npz,20,30,0.1186005671815651,4,4,25,3.1622776601683795,0.01,32,16,train
276,sample_000276.npz,20,30,0.1186005671815651,4,4,25,3.1622776601683795,0.01,32,16,train
277,sample_000277.npz,20,30,0.1186005671815651,4,4,25,3.1622776601683795,0.01,32,16,validation
278,sample_000278.npz,20,30,0.1186005671815651,4,4,25,3.1622776601683795,0.01,32,16,train
279,sample_000279.npz,20,30,0.1186005671815651,4,4,25,3.1622776601683795,0.01,32,16,train
280,sample_000280.npz,20,30,0.1186005671815651,4,4,25,3.1622776601683795,0.01,32,16,train
281,sample_000281.npz,20,30,0.1186005671815651,4,4,25,3.1622776601683795,0.01,32,16,validation
282,sample_000282.npz,20,30,0.1186005671815651,4,4,25,3.1622776601683795,0.01,32,16,train
283,sample_000283.npz,20,30,0.1186005671815651,4,4,25,3.1622776601683795,0.01,32,16,train
